Time,CRCErrors_Current_Value,CRCErrors_Severity,CRCErrors_Min_Current_Value,CRCErrors_Max_Current_Value,DownlinkJitter_Current_Value,DownlinkJitter_Severity,DownlinkJitter_Warning.Threshold,DownlinkJitter_Critical.Threshold,DownlinkJitter_Min_Current_Value,DownlinkJitter_Max_Current_Value,DownlinkRSSI_Current_Value,DownlinkRSSI_Severity,DownlinkRSSI_Warning.Threshold,DownlinkRSSICritical.Threshold,DownlinkRSSI_Min_Current_Value,DownlinkRSSI_Max_Current_Value,DownlinkUtilization_Current_Value,DownlinkUtilization_Severity,DownlinkUtilization_Min_Current_Value,DownlinkUtilization_Max_Current_Value,Frequency_Current_Value,Frequency_Severity,Frequency_Min_Current_Value,Frequency_Max_Current_Value,Latency_Current_Value,Latency_Severity,Latency_Warning.Threshold,Latency_Critical.Threshold,Latency_Min_Current_Value,Latency_Max_Current_Value,PacketDrop_Current_Value,PacketDrop_Severity,PacketDrop_Warning.Threshold,PacketDrop_Critical.Threshold,PacketDrop_Min_Current_Value,PacketDrop_Max_Current_Value,SessionUptime_Current_Value,SessionUptime_Severity,SessionUptime_Min_Current_Value,SessionUptime_Max_Current_Value,SSBeacon_Current_Value,SSBeacon_Severity,SSBeacon_Warning.Threshold,SSBeacon_Critical.Threshold,SSBeacon_Min_Current_Value,SSBeacon_Max_Current_Value,SSProvisoningState_Current_Value,SSProvisoningState_Severity,SSProvisoningState_Min_Current_Value,SSProvisoningState_Max_Current_Value,UplinkJitter_Current_Value,UplinkJitter_Severity,UplinkJitter_Warning.Threshold,UplinkJitter_Critical.Threshold,UplinkJitter_Min_Current_Value,UplinkJitter_Max_Current_Value,UplinkRSSI_Current_Value,UplinkRSSI_Severity,UplinkRSSI_Warning.Threshold,UplinkRSSI_Critical.Threshold,UplinkRSSI_Min_Current_Value,UplinkRSSI_Max_Current_Value,UplinkUtilization_Current_Value,UplinkUtilization_Severity,UplinkUtilization_Min_Current_Value,UplinkUtilization_Max_Current_Value,Uptime_Current_Value,Uptime_Severity,Uptime_Min_Current_Value,Uptime_Max_Current_Value
01/11/17 2:00,4,ok,4,4,6,warning,6,10,6,6,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,38.958,warning,20,41,38.958,38.958,0,up,10,20,0,0,754,ok,754,754,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1336788,ok,1336788,1336788
01/11/17 2:05,4,ok,4,4,6,warning,6,10,6,6,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,38.97,warning,20,41,38.97,38.97,0,up,10,20,0,0,1049,ok,1049,1049,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1337084,ok,1337084,1337084
01/11/17 2:10,4,ok,4,4,5,ok,6,10,5,5,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,43.98,critical,20,41,43.98,43.98,0,up,10,20,0,0,1344,ok,1344,1344,100,ok,80,60,100,100,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1337378,ok,1337378,1337378
01/11/17 2:25,4,ok,4,4,4,ok,6,10,4,4,-56.5,ok,-75,Crititcal.Threshold,-57,-56,0,ok,0,0,5865,ok,5865,5865,38.479,warning,20,41,38.479,38.479,0,up,10,20,0,0,2376,ok,2228,2524,100,ok,80,60,100,100,normal,ok,normal,normal,2.5,ok,6,10,2,3,-59,ok,-75,-80,-59,-59,0,ok,0,0,1338410,ok,1338262,1338558
01/11/17 2:30,4,ok,4,4,3,ok,6,10,3,3,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.539,warning,20,41,38.539,38.539,0,up,10,20,0,0,2818,ok,2818,2818,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1338852,ok,1338852,1338852
01/11/17 2:35,4,ok,4,4,4,ok,6,10,4,4,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.969,warning,20,41,38.969,38.969,0,up,10,20,0,0,3114,ok,3114,3114,100,ok,80,60,100,100,normal,ok,normal,normal,5,ok,6,10,5,5,-59,ok,-75,-80,-59,-59,0,ok,0,0,1339148,ok,1339148,1339148
01/11/17 2:40,4,ok,4,4,5,ok,6,10,5,5,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.9,warning,20,41,38.9,38.9,0,up,10,20,0,0,3409,ok,3409,3409,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1339443,ok,1339443,1339443
01/11/17 2:50,4,ok,4,4,5,ok,6,10,5,5,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.318,warning,20,41,38.318,38.318,0,up,10,20,0,0,3999,ok,3999,3999,100,ok,80,60,100,100,normal,ok,normal,normal,6,warning,6,10,6,6,-59,ok,-75,-80,-59,-59,0,ok,0,0,1340033,ok,1340033,1340033
01/11/17 2:55,4,ok,4,4,5,ok,6,10,5,5,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.845,warning,20,41,38.845,38.845,0,up,10,20,0,0,4293,ok,4293,4293,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1340328,ok,1340328,1340328
01/11/17 3:00,4,ok,4,4,7,warning,6,10,7,7,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.516,warning,20,41,38.516,38.516,0,up,10,20,0,0,4588,ok,4588,4588,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1340622,ok,1340622,1340622
01/11/17 3:05,4,ok,4,4,5,ok,6,10,5,5,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.252,warning,20,41,38.252,38.252,0,up,10,20,0,0,4883,ok,4883,4883,100,ok,80,60,100,100,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1340918,ok,1340918,1340918
01/11/17 3:15,4,ok,4,4,7,warning,6,10,7,7,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.597,warning,20,41,38.597,38.597,0,up,10,20,0,0,5474,ok,5474,5474,100,ok,80,60,100,100,normal,ok,normal,normal,1,ok,6,10,1,1,-59,ok,-75,-80,-59,-59,0,ok,0,0,1341508,ok,1341508,1341508
01/11/17 3:20,4,ok,4,4,6,warning,6,10,6,6,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,39.064,warning,20,41,39.064,39.064,0,up,10,20,0,0,5768,ok,5768,5768,99,ok,80,60,99,99,normal,ok,normal,normal,4,ok,6,10,4,4,-59,ok,-75,-80,-59,-59,0,ok,0,0,1341802,ok,1341802,1341802
01/11/17 3:25,4,ok,4,4,8,warning,6,10,8,8,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,39.014,warning,20,41,39.014,39.014,0,up,10,20,0,0,6063,ok,6063,6063,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1342097,ok,1342097,1342097
01/11/17 3:30,4,ok,4,4,4,ok,6,10,4,4,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,38.836,warning,20,41,38.836,38.836,0,up,10,20,0,0,6359,ok,6359,6359,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1342394,ok,1342394,1342394
